ID,LayerName,Name,Type,Notes,Notes(NOHTML),ZIndex,LinkNotes,Link,Lat,Long
152,Self-Service Facilities,Unit 2 Cunningham,refill,"(By floor):
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain at end of hallway
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain at end of hallway
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain at end of hallway 
<br><b>7 –</b> Fountain by restroom
<br><b>8 –</b> Fountain at end of hallway","(By floor):
1 – Fountain by restroom
2 – Fountain at end of hallway
3 – Fountain by restroom
4 – Fountain at end of hallway
5 – Fountain by restroom
6 – Fountain at end of hallway 
7 – Fountain by restroom
8 – Fountain at end of hallway",300,,,37.866282,-122.255314
153,Self-Service Facilities,Unit 2 Davidson,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain in ground floor lobby
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain at end of hallway
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain at end of hallway 
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain at end of hallway
<br><b>7 –</b> Fountain by elevator
<br><b>8 –</b> Fountain at end of hallway","(By floor):
G – Motion-sensor filler/fountain in ground floor lobby
1 – Fountain by restroom
2 – Fountain at end of hallway
3 – Fountain by restroom
4 – Fountain at end of hallway 
5 – Fountain by restroom
6 – Fountain at end of hallway
7 – Fountain by elevator
8 – Fountain at end of hallway",300,,,37.866245,-122.254204
154,Self-Service Facilities,Unit 2 Ehrman,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain in ground floor lobby
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain at end of hallway
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain at end of hallway 
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain at end of hallway
<br><b>7 –</b> Fountain by elevator
<br><b>8 –</b> Fountain at end of hallway","(By floor):
G – Motion-sensor filler/fountain in ground floor lobby
1 – Fountain by restroom
2 – Fountain at end of hallway
3 – Fountain by restroom
4 – Fountain at end of hallway 
5 – Fountain by restroom
6 – Fountain at end of hallway
7 – Fountain by elevator
8 – Fountain at end of hallway",300,,,37.8658163,-122.2553216
155,Self-Service Facilities,Unit 2 Griffiths,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain in ground floor lobby
<br><b>1 –</b> Fountain by restroom
<br><b>2 –</b> Fountain at end of hallway
<br><b>3 –</b> Fountain by restroom
<br><b>4 –</b> Fountain at end of hallway 
<br><b>5 –</b> Fountain by restroom
<br><b>6 –</b> Fountain at end of hallway
<br><b>7 –</b> Fountain by elevator
<br><b>8 –</b> Fountain at end of hallway","(By floor):
G – Motion-sensor filler/fountain in ground floor lobby
1 – Fountain by restroom
2 – Fountain at end of hallway
3 – Fountain by restroom
4 – Fountain at end of hallway 
5 – Fountain by restroom
6 – Fountain at end of hallway
7 – Fountain by elevator
8 – Fountain at end of hallway",300,,,37.8658305,-122.2542822
156,Self-Service Facilities,Unit 2 Towle,refill,"(By floor):
<br><b>G –</b> Motion-sensor filler/fountain by kitchenette","(By floor):
G – Motion-sensor filler/fountain by kitchenette",300,,,37.8663608,-122.2547613
157,Self-Service Facilities,Unit 3 Central Building,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler by restrooms","(By floor):
1 – Motion-sensor filler by restrooms",300,,,37.8671639,-122.2603673
158,Self-Service Facilities,Unit 3 Ida Sproul Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain inside entrance","(By floor):
1 – Motion-sensor filler/fountain inside entrance",300,,,37.8669358,-122.260879
159,Self-Service Facilities,Unit 3 Norton Hall,refill,"(By floor):
<br><b>1 –</b> Fountain inside entrance","(By floor):
1 – Fountain inside entrance",300,,,37.867415,-122.260838
160,Self-Service Facilities,Unit 3 Priestley Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain inside entrance","(By floor):
1 – Motion-sensor filler/fountain inside entrance",300,,,37.866918,-122.259836
161,Self-Service Facilities,Unit 3 Spens-Black Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain inside entrance ","(By floor):
1 – Motion-sensor filler/fountain inside entrance ",300,,,37.867502,-122.26
162,Self-Service Facilities,University Hall,refill,"(By floor):
<br><b>G –</b> Gooseneck filler/fountain by restrooms
<br><b>1 –</b> Motion-sensor filler/fountain by restrooms
<br><b>2 –</b> Fountains by restrooms and room 225
<br><b>3 –</b> Gooseneck filler/fountain by restrooms
<br><b>4 –</b> Fountains by south stairs and restrooms
<br><b>5 –</b> Fountain by restrooms and gooseneck filler/fountain by south stairs
<br><b>6 –</b> Motion-sensor filler/fountain by south stairs
<br><b>7 –</b> Fountain by restrooms","(By floor):
G – Gooseneck filler/fountain by restrooms
1 – Motion-sensor filler/fountain by restrooms
2 – Fountains by restrooms and room 225
3 – Gooseneck filler/fountain by restrooms
4 – Fountains by south stairs and restrooms
5 – Fountain by restrooms and gooseneck filler/fountain by south stairs
6 – Motion-sensor filler/fountain by south stairs
7 – Fountain by restrooms",300,,,37.8722049,-122.2662639
163,Self-Service Facilities,Valley Life Sciences Building,refill,"(By floor):
<br><b>1 –</b> Fountain by room 4 and gooseneck filler/fountain by central elevators
<br><b>2 –</b> Fountain by courtyard door and gooseneck filler/fountain in central elevator lobby
<br><b>3 –</b> Fountain by central stairwell and gooseneck filler/fountain in central elevator lobby
<br><b>4 –</b> Gooseneck filler/fountain in central elevator lobby
<br><b>5 –</b> Gooseneck filler/fountain in central elevator lobby","(By floor):
1 – Fountain by room 4 and gooseneck filler/fountain by central elevators
2 – Fountain by courtyard door and gooseneck filler/fountain in central elevator lobby
3 – Fountain by central stairwell and gooseneck filler/fountain in central elevator lobby
4 – Gooseneck filler/fountain in central elevator lobby
5 – Gooseneck filler/fountain in central elevator lobby",300,,,37.8714023,-122.2622038
164,Self-Service Facilities,Wellman Hall,refill,"(By floor):
<br><b>2 –</b> Gooseneck filler/fountain in central hallway
<br><b>3 –</b> Fountain in central hallway
<br><b>4 –</b> Fountain in central hallway","(By floor):
2 – Gooseneck filler/fountain in central hallway
3 – Fountain in central hallway
4 – Fountain in central hallway",300,,,37.873023,-122.262785
165,Self-Service Facilities,Wheeler Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain in hallway by South Drive 
<br><b>2 –</b> Motion-sensor filler/fountain in hallway stairway by South Drive 
<br><b>3 –</b> Motion-sensor filler/fountain by main two stairwells ","(By floor):
1 – Motion-sensor filler/fountain in hallway by South Drive 
2 – Motion-sensor filler/fountain in hallway stairway by South Drive 
3 – Motion-sensor filler/fountain by main two stairwells ",300,,,37.8713136,-122.2591478
166,Self-Service Facilities,Wurster Hall,refill,"(By floor):
<br><b>1 –</b> Motion-sensor filler/fountain underneath stairwell by restrooms","(By floor):
1 – Motion-sensor filler/fountain underneath stairwell by restrooms",300,,,37.8707352,-122.2548935
167,Self-Service Facilities,Berkeley Way (Offsite),waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.8707352,-122.2548935
168,Self-Service Facilities,California Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87219201,-122.260056
169,Self-Service Facilities,North Entrance Memorial Glade,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87326917,-122.2599746
170,Self-Service Facilities,University Library,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87284757,-122.2593365
171,Self-Service Facilities,North Gate Entrance,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87456175,-122.2601911
172,Self-Service Facilities,V&A Cafe/Etcheverry,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87561717,-122.2589365
173,Self-Service Facilities,Sutardja Dali Hall/Yali's 1,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87487324,-122.2589027
174,Self-Service Facilities,Sutardja Dai Hall/Yali's 2,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87457207,-122.2587756
175,Self-Service Facilities,Cory Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87533585,-122.2575532
176,Self-Service Facilities,Betchel Terrace Cafe,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87410601,-122.2584779
177,Self-Service Facilities,Bechtel/Evans,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87396522,-122.258146
178,Self-Service Facilities,Hearst Mining Main Entrance,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87408696,-122.2571321
179,Self-Service Facilities,Evans Hall Bus Stop,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87342347,-122.2573839
180,Self-Service Facilities,Stanley Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87386121,-122.2565279
181,Self-Service Facilities,Le Conte Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.8726991,-122.257871
182,Self-Service Facilities,Bancroft Library,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87239289,-122.2585805
183,Self-Service Facilities,Campanile,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87225447,-122.2578241
184,Self-Service Facilities,Tan/Campbell,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87296058,-122.2566258
185,Self-Service Facilities,Latimer Courtyard,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87290024,-122.2559794
186,Self-Service Facilities,South Path Drive,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87219254,-122.2564236
187,Self-Service Facilities,Chou Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87204794,-122.2546778
188,Self-Service Facilities,Cafe Think,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87191478,-122.254318
189,Self-Service Facilities,May Morrison Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.8709555,-122.2563492
190,Self-Service Facilities,Glade Path,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87315167,-122.2587112
191,Self-Service Facilities,Chiet Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87143743,-122.2539268
192,Self-Service Facilities,Cronk Gate,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87171932,-122.2530092
193,Self-Service Facilities,Coffee Lab,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87281634,-122.2558252
194,Self-Service Facilities,Library/Campanile Way,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87172752,-122.258903
195,Self-Service Facilities,Campanili East,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87179078,-122.258332
196,Self-Service Facilities,South Hall Rd. Near Clocktower,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87166667,-122.2580556
197,Self-Service Facilities,Spieker Plaza Center,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86953238,-122.2616335
198,Self-Service Facilities,Grade Street,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86992118,-122.2608047
199,Self-Service Facilities,Zellerbach,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86941328,-122.2606173
200,Self-Service Facilities,Cesar Chavez,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86956494,-122.2603454
201,Self-Service Facilities,Bear's Lair,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86881354,-122.2600959
202,Self-Service Facilities,Cal Book Store,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86891517,-122.2599068
203,Self-Service Facilities,MLK Courtyard,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86908535,-122.2600034
204,Self-Service Facilities,MLK Ramp,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.8693532,-122.2600175
205,Self-Service Facilities,Golden Bear Cafe Walkway,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86984999,-122.2594767
206,Self-Service Facilities,Golden Bear Cafe Entry,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86990345,-122.2596078
207,Self-Service Facilities,Upper MLK Union,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86917323,-122.2593479
208,Self-Service Facilities,Bancroft Way,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86908138,-122.2590717
209,Self-Service Facilities,Sproul Hall Steps,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.8697735,-122.2592276
210,Self-Service Facilities,Sather Gate,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87014324,-122.2593613
211,Self-Service Facilities,Durant Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87115904,-122.2602948
212,Self-Service Facilities,Dwinelle Plaza Entry,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87077474,-122.2600607
213,Self-Service Facilities,Dwinelle Walkway,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87094333,-122.2597415
214,Self-Service Facilities,Wheeler Walkway,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87086234,-122.2592014
215,Self-Service Facilities,Sproul Hall UCPD,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86912003,-122.2586402
216,Self-Service Facilities,Barrows Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86990239,-122.2576018
217,Self-Service Facilities,Boalt Law,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87002679,-122.2542849
218,Self-Service Facilities,"Rice & Bones, Wurster",waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87061064,-122.2550685
219,Self-Service Facilities,Kroeber Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86956426,-122.2549899
220,Self-Service Facilities,A&E Sproul,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87008475,-122.2589982
221,Self-Service Facilities,Anthony Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87054315,-122.2582432
222,Self-Service Facilities,Wheeler,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87104231,-122.2586915
223,Self-Service Facilities,Birge Path,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87041373,-122.2554668
224,Self-Service Facilities,Hearst Gym - East Side,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86965969,-122.2563127
225,Self-Service Facilities,HFA / Hearst Gym - West Side,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86944213,-122.2574918
226,Self-Service Facilities,Spieker Plaza,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86893449,-122.2616218
227,Self-Service Facilities,Lower Crescent,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87060588,-122.2655592
228,Self-Service Facilities,Crescent,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87182387,-122.2651391
229,Self-Service Facilities,Li Ka Shing Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87285419,-122.2650493
230,Self-Service Facilities,Morgan Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.8732218,-122.2639308
231,Self-Service Facilities,Brown's Cafe,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87314554,-122.2649696
232,Self-Service Facilities,West Circle,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87207741,-122.2633246
233,Self-Service Facilities,University Drive,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87277664,-122.2624248
234,Self-Service Facilities,Moffitt Library @ Cafe Patio,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87230989,-122.261057
235,Self-Service Facilities,Moffitt Library @ Free Speech Entrance,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87230723,-122.2606441
236,Self-Service Facilities,Moffitt Library @ Press,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87280822,-122.2603347
237,Self-Service Facilities,VLSB/Campanile Way,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.871163,-122.2619255
238,Self-Service Facilities,Recreational Sports Facility,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.86863539,-122.2623865
239,Self-Service Facilities,Koshland,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87354759,-122.2651391
240,Self-Service Facilities,VLSB Northside,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87221662,-122.2618555
241,Self-Service Facilities,Mulford Hall,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87294788,-122.2644441
242,Self-Service Facilities,Campanile Way West Entrance,waste,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,Help UC Berkeley achieve zero waste by using the Big Belly Solar Compactors to dispose of your compostables and recycables.,200,,,37.87077315,-122.2632331
